source_path,proposed_destination,filename,record_type,authority_layer,lifecycle,access,governing_source,supersedes,superseded_by,duplicate_status,reference_risk,rationale,confidence,owner_decision_required
docs/EXECUTIVE_BOARD_2026-07-01.md,docs/GBP/doctrine/EXECUTIVE_BOARD_2026-07-01.md,EXECUTIVE_BOARD_2026-07-01.md,doctrine,MOB,unresolved,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_ADDRESS_2026-07-01.md,docs/governance/EXECUTIVE_BOARD_ADDRESS_2026-07-01.md,EXECUTIVE_BOARD_ADDRESS_2026-07-01.md,doctrine,sentinel_os,unresolved,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_JULY_05_ADDENDUM_2026-07-05.md,docs/GBP/assessments/EXECUTIVE_BOARD_JULY_05_ADDENDUM_2026-07-05.md,EXECUTIVE_BOARD_JULY_05_ADDENDUM_2026-07-05.md,operating_model,MOB,review_held,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_JULY_STARTING_POINT_2026-06-30.md,docs/GBP/assessments/EXECUTIVE_BOARD_JULY_STARTING_POINT_2026-06-30.md,EXECUTIVE_BOARD_JULY_STARTING_POINT_2026-06-30.md,operating_model,MOB,historical,held,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_MOB_REFRESHED_2026-06-15.md,docs/GBP/assessments/EXECUTIVE_BOARD_MOB_REFRESHED_2026-06-15.md,EXECUTIVE_BOARD_MOB_REFRESHED_2026-06-15.md,operating_model,MOB,review_held,restricted,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_REFRESHED_FOR_PROCESSING_2026-06-13.md,docs/governance/EXECUTIVE_BOARD_REFRESHED_FOR_PROCESSING_2026-06-13.md,EXECUTIVE_BOARD_REFRESHED_FOR_PROCESSING_2026-06-13.md,cadence,sentinel_ai,historical,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_SUMMARY_UPDATE_2026-06-12.md,docs/governance/EXECUTIVE_BOARD_SUMMARY_UPDATE_2026-06-12.md,EXECUTIVE_BOARD_SUMMARY_UPDATE_2026-06-12.md,operating_model,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_GUIDED_SUPPORT_SCRIPT_2026-07-06.md,docs/governance/EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_GUIDED_SUPPORT_SCRIPT_2026-07-06.md,EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_GUIDED_SUPPORT_SCRIPT_2026-07-06.md,approval_result,sentinel_ai,active_supporting,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_HANDOFF_AND_PROMPT_PACK_2026-07-06.md,docs/GBP/doctrine/EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_HANDOFF_AND_PROMPT_PACK_2026-07-06.md,EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_HANDOFF_AND_PROMPT_PACK_2026-07-06.md,policy,MOB,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_USER_FLOW_2026-07-06.md,docs/governance/EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_USER_FLOW_2026-07-06.md,EXECUTIVE_DESK_GPT_RUNTIME_UPGRADE_USER_FLOW_2026-07-06.md,policy,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_DESK_RUNTIME_RESTORE_EXECUTION_APPROVAL_RESULT_2026-06-19.md,docs/governance/EXECUTIVE_DESK_RUNTIME_RESTORE_EXECUTION_APPROVAL_RESULT_2026-06-19.md,EXECUTIVE_DESK_RUNTIME_RESTORE_EXECUTION_APPROVAL_RESULT_2026-06-19.md,operating_model,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_DESK_RUNTIME_RESTORE_EXECUTION_PREFLIGHT_RESULT_2026-06-20.md,docs/governance/EXECUTIVE_DESK_RUNTIME_RESTORE_EXECUTION_PREFLIGHT_RESULT_2026-06-20.md,EXECUTIVE_DESK_RUNTIME_RESTORE_EXECUTION_PREFLIGHT_RESULT_2026-06-20.md,operating_model,sentinel_ai,historical,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_DESK_V1.md,docs/governance/EXECUTIVE_DESK_V1.md,EXECUTIVE_DESK_V1.md,policy,sentinel_os,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_DRIFT_FOCUS_REPORT_2026-06-18.md,docs/governance/EXECUTIVE_DRIFT_FOCUS_REPORT_2026-06-18.md,EXECUTIVE_DRIFT_FOCUS_REPORT_2026-06-18.md,operating_model,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_PRIORITY_EVIDENCE_AND_APPROVAL_MATRIX_2026-06-18.md,docs/governance/EXECUTIVE_PRIORITY_EVIDENCE_AND_APPROVAL_MATRIX_2026-06-18.md,EXECUTIVE_PRIORITY_EVIDENCE_AND_APPROVAL_MATRIX_2026-06-18.md,decision_packet,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-05-05.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-05-05.md,EXECUTIVE_SNAPSHOT_2026-05-05.md,policy,sentinel_ai,historical,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-05-07.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-05-07.md,EXECUTIVE_SNAPSHOT_2026-05-07.md,doctrine,sentinel_ai,historical,protected,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-05-11.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-05-11.md,EXECUTIVE_SNAPSHOT_2026-05-11.md,policy,sentinel_ai,historical,restricted,docs/CANONICAL_DOCUMENTS_INDEX_2026-05-11.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-05-12.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-05-12.md,EXECUTIVE_SNAPSHOT_2026-05-12.md,policy,sentinel_ai,historical,protected,needs_owner_mapping,it.,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-06-01.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-06-01.md,EXECUTIVE_SNAPSHOT_2026-06-01.md,operating_model,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-06-11.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-06-11.md,EXECUTIVE_SNAPSHOT_2026-06-11.md,operating_model,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-06-13.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-06-13.md,EXECUTIVE_SNAPSHOT_2026-06-13.md,operating_model,sentinel_ai,superseded,restricted,needs_owner_mapping,d for current processing by the owner's Government and Corporate,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_2026-06-17.md,docs/governance/EXECUTIVE_SNAPSHOT_2026-06-17.md,EXECUTIVE_SNAPSHOT_2026-06-17.md,operating_model,sentinel_ai,superseded,internal,docs/SENTINEL_STEERING_DOCUMENT_CANCELLATION_AND_AUTHORITY_LAYER_DIRECTION_2026-06-18.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_CURRENT_2026-05-31.md,docs/governance/EXECUTIVE_SNAPSHOT_CURRENT_2026-05-31.md,EXECUTIVE_SNAPSHOT_CURRENT_2026-05-31.md,operating_model,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_SNAPSHOT_REFRESH_AFTER_SCOPE_DECISION_2026-05-29.md,docs/governance/EXECUTIVE_SNAPSHOT_REFRESH_AFTER_SCOPE_DECISION_2026-05-29.md,EXECUTIVE_SNAPSHOT_REFRESH_AFTER_SCOPE_DECISION_2026-05-29.md,operating_model,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_TASK_LINEUP_2026-05-07.md,docs/governance/EXECUTIVE_TASK_LINEUP_2026-05-07.md,EXECUTIVE_TASK_LINEUP_2026-05-07.md,doctrine,sentinel_ai,review_held,protected,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_TEMPLATE_APPROVAL_HOLD_2026-05-31.md,docs/governance/EXECUTIVE_TEMPLATE_APPROVAL_HOLD_2026-05-31.md,EXECUTIVE_TEMPLATE_APPROVAL_HOLD_2026-05-31.md,template,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_TEMPLATE_APPROVAL_PROCESS_RESULT_2026-05-31.md,docs/governance/EXECUTIVE_TEMPLATE_APPROVAL_PROCESS_RESULT_2026-05-31.md,EXECUTIVE_TEMPLATE_APPROVAL_PROCESS_RESULT_2026-05-31.md,template,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_TEMPLATE_SENTINEL_AI_APPROVAL_COMMAND_RESULT_2026-05-31.md,docs/governance/EXECUTIVE_TEMPLATE_SENTINEL_AI_APPROVAL_COMMAND_RESULT_2026-05-31.md,EXECUTIVE_TEMPLATE_SENTINEL_AI_APPROVAL_COMMAND_RESULT_2026-05-31.md,policy,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FACEPLANE_GAAS_DOCKING_DOCTRINE.md,docs/governance/FACEPLANE_GAAS_DOCKING_DOCTRINE.md,FACEPLANE_GAAS_DOCKING_DOCTRINE.md,doctrine,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FACEPLANE_SDK_SPEC.md,docs/governance/FACEPLANE_SDK_SPEC.md,FACEPLANE_SDK_SPEC.md,policy,sentinel_os,active_supporting,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FIRST_GOVERNMENT_OUTCOME_INTAKE_INPUT_PROCESSING_RESULT_2026-06-12.md,docs/governance/FIRST_GOVERNMENT_OUTCOME_INTAKE_INPUT_PROCESSING_RESULT_2026-06-12.md,FIRST_GOVERNMENT_OUTCOME_INTAKE_INPUT_PROCESSING_RESULT_2026-06-12.md,evidence,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FIRST_GOVERNMENT_OUTCOME_INTAKE_SCOPE_AUTHORIZATION_RESULT_2026-06-12.md,docs/governance/FIRST_GOVERNMENT_OUTCOME_INTAKE_SCOPE_AUTHORIZATION_RESULT_2026-06-12.md,FIRST_GOVERNMENT_OUTCOME_INTAKE_SCOPE_AUTHORIZATION_RESULT_2026-06-12.md,evidence,sentinel_ai,unresolved,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FIXTURE_ONLY_AUTHORITY_RECEIPT_PROOF_IMPLEMENTATION_MANIFEST_2026-06-19.md,docs/governance/FIXTURE_ONLY_AUTHORITY_RECEIPT_PROOF_IMPLEMENTATION_MANIFEST_2026-06-19.md,FIXTURE_ONLY_AUTHORITY_RECEIPT_PROOF_IMPLEMENTATION_MANIFEST_2026-06-19.md,policy,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FIXTURE_ONLY_AUTHORITY_RECEIPT_PROOF_IMPLEMENTATION_MANIFEST_REVIEW_RESULT_2026-06-19.md,docs/governance/FIXTURE_ONLY_AUTHORITY_RECEIPT_PROOF_IMPLEMENTATION_MANIFEST_REVIEW_RESULT_2026-06-19.md,FIXTURE_ONLY_AUTHORITY_RECEIPT_PROOF_IMPLEMENTATION_MANIFEST_REVIEW_RESULT_2026-06-19.md,approval_result,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FIXTURE_ONLY_SENTINEL_NEXUS_BHINDI_VAULT_POC_IMPLEMENTATION_RESULT_2026-06-17.md,docs/governance/FIXTURE_ONLY_SENTINEL_NEXUS_BHINDI_VAULT_POC_IMPLEMENTATION_RESULT_2026-06-17.md,FIXTURE_ONLY_SENTINEL_NEXUS_BHINDI_VAULT_POC_IMPLEMENTATION_RESULT_2026-06-17.md,policy,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FRESH_PROOF_RERUN_BEFORE_SHARE_2026-05-29.md,docs/governance/FRESH_PROOF_RERUN_BEFORE_SHARE_2026-05-29.md,FRESH_PROOF_RERUN_BEFORE_SHARE_2026-05-29.md,approval_result,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FRESH_PROOF_RERUN_BEFORE_SHARE_2026-05-31.md,docs/governance/FRESH_PROOF_RERUN_BEFORE_SHARE_2026-05-31.md,FRESH_PROOF_RERUN_BEFORE_SHARE_2026-05-31.md,approval_result,sentinel_ai,active_supporting,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FRESH_PROOF_RERUN_RESULT_2026-06-01.md,docs/governance/FRESH_PROOF_RERUN_RESULT_2026-06-01.md,FRESH_PROOF_RERUN_RESULT_2026-06-01.md,approval_result,sentinel_ai,archive_candidate,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FRIDAY_DAILY_EXECUTIVE_CADENCE_2026-06-19.md,docs/governance/FRIDAY_DAILY_EXECUTIVE_CADENCE_2026-06-19.md,FRIDAY_DAILY_EXECUTIVE_CADENCE_2026-06-19.md,operating_model,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FRIDAY_DAILY_EXECUTIVE_CADENCE_CLOSEOUT_2026-06-12.md,docs/governance/FRIDAY_DAILY_EXECUTIVE_CADENCE_CLOSEOUT_2026-06-12.md,FRIDAY_DAILY_EXECUTIVE_CADENCE_CLOSEOUT_2026-06-12.md,operating_model,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FRIDAY_WEEKLY_EXECUTIVE_CADENCE_2026-06-19.md,docs/governance/FRIDAY_WEEKLY_EXECUTIVE_CADENCE_2026-06-19.md,FRIDAY_WEEKLY_EXECUTIVE_CADENCE_2026-06-19.md,template,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/FRIDAY_WEEKLY_EXECUTIVE_CADENCE_CLOSEOUT_2026-06-12.md,docs/governance/FRIDAY_WEEKLY_EXECUTIVE_CADENCE_CLOSEOUT_2026-06-12.md,FRIDAY_WEEKLY_EXECUTIVE_CADENCE_CLOSEOUT_2026-06-12.md,operating_model,sentinel_ai,review_held,public,docs/RECORD_CLASSIFICATION_DIRECTIVE_RECONCILIATION_2026-06-12.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GBP/AI-Docking-and-Control-Surface.md,docs/GBP/AI-Docking-and-Control-Surface.md,AI-Docking-and-Control-Surface.md,doctrine,GBP,active_supporting,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/Deployment-Profile-State.md,docs/GBP/Deployment-Profile-State.md,Deployment-Profile-State.md,policy,MOB,active_supporting,internal,needs_owner_mapping,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/Deployment-Profile-Template.md,docs/GBP/Deployment-Profile-Template.md,Deployment-Profile-Template.md,policy,MOB,active_supporting,internal,needs_owner_mapping,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/GBP-Alignment-Working-Plan.md,docs/GBP/GBP-Alignment-Working-Plan.md,GBP-Alignment-Working-Plan.md,doctrine,MOB,active_supporting,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/Government-Deployment-Blueprint.md,docs/GBP/Government-Deployment-Blueprint.md,Government-Deployment-Blueprint.md,doctrine,MOB,active_supporting,public,needs_owner_mapping,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/Mission-Readiness-Index.md,docs/GBP/Mission-Readiness-Index.md,Mission-Readiness-Index.md,approval_result,GBP,review_held,held,needs_owner_mapping,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/Phase-3-Outcome-Engines.md,docs/GBP/Phase-3-Outcome-Engines.md,Phase-3-Outcome-Engines.md,doctrine,MOB,review_held,held,needs_owner_mapping,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/Phase-4-Deployment-Profiles.md,docs/GBP/Phase-4-Deployment-Profiles.md,Phase-4-Deployment-Profiles.md,doctrine,MOB,review_held,protected,needs_owner_mapping,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GBP/Phase-4-Deployment-Profiles.release-draft.md,docs/GBP/Phase-4-Deployment-Profiles.release-draft.md,Phase-4-Deployment-Profiles.release-draft.md,policy,MOB,review_held,restricted,needs_owner_mapping,,,none,low,Already aligned with canonical placement intent.,0.90,no
docs/GITHUB_ACTIONS_SENTINELOS_REPAIR_REPORT_2026-05-08.md,docs/governance/GITHUB_ACTIONS_SENTINELOS_REPAIR_REPORT_2026-05-08.md,GITHUB_ACTIONS_SENTINELOS_REPAIR_REPORT_2026-05-08.md,policy,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNANCE_COMPLIANCE_EVIDENCE_INDEX_2026-06-14.md,docs/governance/GOVERNANCE_COMPLIANCE_EVIDENCE_INDEX_2026-06-14.md,GOVERNANCE_COMPLIANCE_EVIDENCE_INDEX_2026-06-14.md,policy,sentinel_ai,review_held,public,docs/RECORD_CLASSIFICATION_DIRECTIVE_RECONCILIATION_2026-06-12.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNANCE_COMPLIANCE_SETTLEMENT_PACKET_2026-06-14.md,docs/governance/GOVERNANCE_COMPLIANCE_SETTLEMENT_PACKET_2026-06-14.md,GOVERNANCE_COMPLIANCE_SETTLEMENT_PACKET_2026-06-14.md,policy,sentinel_ai,review_held,restricted,docs/SENTINEL_AI_RECORD_CLASSIFICATION_AND_ACCESS_SEGREGATION_POLICY_2026-06-12.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNANCE_PREFLIGHT.md,docs/governance/GOVERNANCE_PREFLIGHT.md,GOVERNANCE_PREFLIGHT.md,policy,sentinel_ai,canonical_active,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNED_BLOCK_DEMO_MOMENT.md,docs/governance/GOVERNED_BLOCK_DEMO_MOMENT.md,GOVERNED_BLOCK_DEMO_MOMENT.md,operating_model,sentinel_ai,active_supporting,public,needs_owner_mapping,,,none,high,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNED_TELEMETRY_HARMONIZER.md,docs/governance/GOVERNED_TELEMETRY_HARMONIZER.md,GOVERNED_TELEMETRY_HARMONIZER.md,policy,runtime,active_supporting,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNMENT_OUTCOME_OPERATING_SYSTEM_REVIEW_PACKET_2026-06-12.md,docs/governance/GOVERNMENT_OUTCOME_OPERATING_SYSTEM_REVIEW_PACKET_2026-06-12.md,GOVERNMENT_OUTCOME_OPERATING_SYSTEM_REVIEW_PACKET_2026-06-12.md,policy,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNMENT_OUTCOME_OWNER_ADDITIONS_RESULT_2026-06-12.md,docs/governance/GOVERNMENT_OUTCOME_OWNER_ADDITIONS_RESULT_2026-06-12.md,GOVERNMENT_OUTCOME_OWNER_ADDITIONS_RESULT_2026-06-12.md,policy,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GOVERNMENT_POSITIONING.md,docs/governance/GOVERNMENT_POSITIONING.md,GOVERNMENT_POSITIONING.md,approval_result,sentinel_ai,active_supporting,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/GO_TO_MARKET.md,docs/governance/GO_TO_MARKET.md,GO_TO_MARKET.md,template,sentinel_ai,canonical_active,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/H1_GOVERNANCE_CLOSEOUT_AND_OWNER_DECISION_2026-06-30.md,docs/governance/H1_GOVERNANCE_CLOSEOUT_AND_OWNER_DECISION_2026-06-30.md,H1_GOVERNANCE_CLOSEOUT_AND_OWNER_DECISION_2026-06-30.md,evidence,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/H1_OWNERFI_PROOF_HEALTH_VALIDATION_RESULT_2026-06-30.md,docs/governance/H1_OWNERFI_PROOF_HEALTH_VALIDATION_RESULT_2026-06-30.md,H1_OWNERFI_PROOF_HEALTH_VALIDATION_RESULT_2026-06-30.md,approval_result,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/HERGLASS_FACEPLANE_PLAN.md,docs/governance/HERGLASS_FACEPLANE_PLAN.md,HERGLASS_FACEPLANE_PLAN.md,evidence,sentinel_ai,archive_candidate,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/HOLD_AND_OBSERVE_CLOSEOUT_2026-05-29.md,docs/governance/HOLD_AND_OBSERVE_CLOSEOUT_2026-05-29.md,HOLD_AND_OBSERVE_CLOSEOUT_2026-05-29.md,archive_candidate,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/INVARIANTS.md,docs/governance/INVARIANTS.md,INVARIANTS.md,approval_result,sentinel_ai,archive_candidate,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_01_CADENCE_INDEX_2026-07-01.md,docs/GBP/assessments/JULY_01_CADENCE_INDEX_2026-07-01.md,JULY_01_CADENCE_INDEX_2026-07-01.md,operating_model,MOB,active_supporting,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_01_DAILY_EXECUTIVE_CADENCE_2026-07-01.md,docs/GBP/doctrine/JULY_01_DAILY_EXECUTIVE_CADENCE_2026-07-01.md,JULY_01_DAILY_EXECUTIVE_CADENCE_2026-07-01.md,doctrine,MOB,active_supporting,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_01_WEEKLY_EXECUTIVE_CADENCE_START_2026-07-01.md,docs/GBP/assessments/JULY_01_WEEKLY_EXECUTIVE_CADENCE_START_2026-07-01.md,JULY_01_WEEKLY_EXECUTIVE_CADENCE_START_2026-07-01.md,operating_model,MOB,review_held,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_03_CADENCE_INDEX_2026-07-03.md,docs/governance/JULY_03_CADENCE_INDEX_2026-07-03.md,JULY_03_CADENCE_INDEX_2026-07-03.md,operating_model,sentinel_ai,historical,public,docs/JULY_03_MASTER_OPERATING_BLUEPRINT_OVERLAY_2026-07-03.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_03_DAILY_EXECUTIVE_CADENCE_2026-07-03.md,docs/governance/JULY_03_DAILY_EXECUTIVE_CADENCE_2026-07-03.md,JULY_03_DAILY_EXECUTIVE_CADENCE_2026-07-03.md,operating_model,sentinel_ai,active_supporting,protected,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_03_EXECUTIVE_TEMPLATE_PACKET_PROCESSING_RESULT_2026-07-03.md,docs/governance/JULY_03_EXECUTIVE_TEMPLATE_PACKET_PROCESSING_RESULT_2026-07-03.md,JULY_03_EXECUTIVE_TEMPLATE_PACKET_PROCESSING_RESULT_2026-07-03.md,operating_model,sentinel_ai,historical,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_03_MASTER_OPERATING_BLUEPRINT_OVERLAY_2026-07-03.md,docs/GBP/doctrine/JULY_03_MASTER_OPERATING_BLUEPRINT_OVERLAY_2026-07-03.md,JULY_03_MASTER_OPERATING_BLUEPRINT_OVERLAY_2026-07-03.md,policy,MOB,canonical_active,restricted,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/JULY_03_NEXT_ACTIONS_HOLDING_RESULT_2026-07-03.md,docs/governance/JULY_03_NEXT_ACTIONS_HOLDING_RESULT_2026-07-03.md,JULY_03_NEXT_ACTIONS_HOLDING_RESULT_2026-07-03.md,policy,sentinel_ai,review_held,protected,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
